"","Estimate","StdErr","z.value","p.value"
"HILIC_Glutamic.acid",0,NA,NA,NA
"HILIC_Glutamine",0,NA,NA,NA
"HILIC_Glycine",0,NA,NA,NA
"HILIC_Histidine",0,NA,NA,NA
"HILIC_Homoarginine",0,NA,NA,NA
"HILIC_Hydroxyproline",0,NA,NA,NA
"HILIC_Isoleucine",0,NA,NA,NA
"HILIC_Leucine",0,NA,NA,NA
"HILIC_Lysine",0,NA,NA,NA
"HILIC_Methionine",0,NA,NA,NA
"HILIC_Methionine.sulfoxide",0,NA,NA,NA
"HILIC_Methylguanidine",0,NA,NA,NA
"HILIC_N.6..N.6..Dimethyl.lysine",0,NA,NA,NA
"HILIC_N.6..Methyllysine",0,NA,NA,NA
"HILIC_N1.Acetylspermidine",0,NA,NA,NA
"HILIC_N1.Methyl.2.pyridone.5.carboxamide",0,NA,NA,NA
"HILIC_N1.Methyl.4.pyridone.3.carboxamide",0,NA,NA,NA
"HILIC_N2.N2.Dimethylguanosine",0,NA,NA,NA
"HILIC_N4.Acetylcytidine",0,NA,NA,NA
"HILIC_N6.Acetyllysine",0,NA,NA,NA
"HILIC_N.6.Trimethyllysine",0,NA,NA,NA
"HILIC_N.Acetylarginine",0,NA,NA,NA
"HILIC_N.Acetylaspartic.acid",0,NA,NA,NA
"HILIC_N.Acetyl.D.tryptophan",0,NA,NA,NA
"HILIC_N.Acetylgalactosamine",0,NA,NA,NA
"HILIC_N.Acetylisoputreanine",0,NA,NA,NA
"HILIC_N.Acetylornithine",0,NA,NA,NA
"HILIC_N.Acetylvaline",0,NA,NA,NA
"HILIC_Niacinamide",0,NA,NA,NA
"HILIC_N.methyl.pipecolic.acid",0,NA,NA,NA
"HILIC_N.Methyl.proline",0,NA,NA,NA
"HILIC_N.palmitoyl.glutamine",0,NA,NA,NA
"HILIC_O.Ethylhomoserine",0,NA,NA,NA
"HILIC_Ornithine",0,NA,NA,NA
"HILIC_Pantothenic.acid",0,NA,NA,NA
"HILIC_Phenylalanine",0,NA,NA,NA
"HILIC_Pipecolic.acid",0,NA,NA,NA
"HILIC_Pro.hydroxyPro",0,NA,NA,NA
"HILIC_Proline",0,NA,NA,NA
"HILIC_Proline.betaine",0,NA,NA,NA
"HILIC_Pseudouridine",0,NA,NA,NA
"HILIC_Serine",0,NA,NA,NA
"HILIC_sn.Glycero.3.phosphocholine",0,NA,NA,NA
"HILIC_Targinine",0,NA,NA,NA
"HILIC_Taurine",0,NA,NA,NA
"HILIC_Thiamine",0,NA,NA,NA
"HILIC_Threonine",0,NA,NA,NA
"HILIC_Triethanolamine",0,NA,NA,NA
"HILIC_Trigonelline",0,NA,NA,NA
"HILIC_Trimethylamine.N.oxide",0,NA,NA,NA
"HILIC_Tryptophan",0,NA,NA,NA
"HILIC_Tyrosine",0,NA,NA,NA
"HILIC_Ureidopropionic.acid",0,NA,NA,NA
"HILIC_Urocanic.acid",0,NA,NA,NA
"HILIC_Valine",0,NA,NA,NA
"HILIC_Xanthine",0,NA,NA,NA
"HILIC_Retinol",0,NA,NA,NA
"HILIC_X3.Dehydroxycarnitine",0,NA,NA,NA
"HILIC_CAR.2.0",0,NA,NA,NA
"HILIC_CAR.3.0",0,NA,NA,NA
"HILIC_CAR.4.0",0,NA,NA,NA
"HILIC_CAR.5.0",0,NA,NA,NA
"HILIC_CAR.4.0.OH",0,NA,NA,NA
"HILIC_CAR.6.0",0,NA,NA,NA
"HILIC_CAR.DC4.0",0,NA,NA,NA
"HILIC_CAR.7.1",0,NA,NA,NA
"HILIC_CAR.DC5.0",0,NA,NA,NA
"HILIC_CAR.6.0.OH",0,NA,NA,NA
"HILIC_CAR.8.2",0,NA,NA,NA
"HILIC_CAR.8.1",0,NA,NA,NA
"HILIC_CAR.8.0",0,NA,NA,NA
"HILIC_CAR.9.0",0,NA,NA,NA
"HILIC_CAR.10.3",0,NA,NA,NA
"HILIC_CAR.10.1",0,NA,NA,NA
"HILIC_CAR.10.0",0,NA,NA,NA
"HILIC_CAR.11.1",0,NA,NA,NA
"HILIC_CAR.10.0.OH",0,NA,NA,NA
"HILIC_CAR.12.3",0,NA,NA,NA
"HILIC_CAR.12.2",0,NA,NA,NA
"HILIC_CAR.12.1",0,NA,NA,NA
"HILIC_CAR.12.0",0,NA,NA,NA
"HILIC_CAR.13.1",0,NA,NA,NA
"HILIC_CAR.13.0",0,NA,NA,NA
"HILIC_CAR.14.3",0,NA,NA,NA
"HILIC_CAR.14.2",0,NA,NA,NA
"HILIC_CAR.14.1",0,NA,NA,NA
"HILIC_CAR.14.0",0,NA,NA,NA
"HILIC_CAR.16.4",0,NA,NA,NA
"HILIC_CAR.16.3",0,NA,NA,NA
"HILIC_CAR.16.2",0,NA,NA,NA
"HILIC_CAR.16.1",0,NA,NA,NA
"HILIC_CAR.16.0",0,NA,NA,NA
"HILIC_CAR.18.2",0,NA,NA,NA
"HILIC_CAR.18.1",0,NA,NA,NA
"HILIC_CAR.18.0",0,NA,NA,NA
"HILIC_CAR.DC18.1",0,NA,NA,NA
"HILIC_CAR.DC18.0",0,NA,NA,NA
"HILIC_CAR.24.1",0,NA,NA,NA
"HILIC_CAR.24.0",0,NA,NA,NA
"HILIC_CAR.26.1",0,NA,NA,NA
"HILIC_CAR.26.0",0,NA,NA,NA
"HILIC_LPC.14.0",0,NA,NA,NA
"HILIC_LPC.15.0",0,NA,NA,NA
"HILIC_LPC.16.1",0,NA,NA,NA
"HILIC_LPC.18.3",0,NA,NA,NA
"HILIC_LPC.18.1",0,NA,NA,NA
"HILIC_LPC.18.0",0,NA,NA,NA
"HILIC_LPC.20.5",0,NA,NA,NA
"HILIC_LPC.20.4",0,NA,NA,NA
"HILIC_PC.P.30.0.or.PC.O.30.1",0,NA,NA,NA
"HILIC_PC.P.32.1.or.PC.O.32.2",0,NA,NA,NA
"HILIC_PC.P.32.0.or.PC.O.32.1",0,NA,NA,NA
"HILIC_PC.O.32.0",0,NA,NA,NA
"HILIC_PC.P.34.2.or.PC.O.34.3",0,NA,NA,NA
"HILIC_PC.P.34.1.or.PC.O.34.2",0,NA,NA,NA
"HILIC_PC.P.34.0.or.PC.O.34.1",0,NA,NA,NA
"HILIC_PC.P.36.5.or.PC.O.36.6",0,NA,NA,NA
"HILIC_PC.P.36.4.or.PC.O.36.5",0,NA,NA,NA
"HILIC_PC.P.35.1.or.PC.O.35.2",0,NA,NA,NA
"HILIC_PC.P.38.6.or.PC.O.38.7",0,NA,NA,NA
"HILIC_PC.P.38.5.or.PC.O.38.6",0,NA,NA,NA
"HILIC_PC.P.38.4.or.PC.O.38.5",0,NA,NA,NA
"HILIC_PC.28.0",0,NA,NA,NA
"HILIC_PC.32.3",0,NA,NA,NA
"HILIC_PC.32.0",0,NA,NA,NA
"HILIC_PC.35.2",0,NA,NA,NA
"HILIC_LPE.16.1",0,NA,NA,NA
"HILIC_LPE.16.0",0,NA,NA,NA
"HILIC_LPE.18.3",0,NA,NA,NA
"HILIC_LPE.18.2",0,NA,NA,NA
"HILIC_LPE.18.1",0,NA,NA,NA
"HILIC_LPE.18.0",0,NA,NA,NA
"HILIC_LPE.20.4",0,NA,NA,NA
"HILIC_LPE.20.3",0,NA,NA,NA
"HILIC_LPE.22.6",0,NA,NA,NA
"HILIC_LPE.P.18.0.or.LPE.O.18.1",0,NA,NA,NA
"HILIC_PE.P.34.2.or.PE.O.34.3",0,NA,NA,NA
"HILIC_PE.P.34.1.or.PE.O.34.2",0,NA,NA,NA
"HILIC_PE.P.35.2.or.PE.O.35.3",0,NA,NA,NA
"HILIC_PE.P.36.4.or.PE.O.36.5",0,NA,NA,NA
"HILIC_PE.P.36.2.or.PE.O.36.3",0,NA,NA,NA
"HILIC_PE.P.38.6.or.PE.O.38.7",0,NA,NA,NA
"HILIC_PE.P.38.4.or.PE.O.38.5",0,NA,NA,NA
"HILIC_PE.P.40.6.or.PE.O.40.7",0,NA,NA,NA
"HILIC_PE.32.1",0,NA,NA,NA
"HILIC_PE.34.2",0,NA,NA,NA
"HILIC_PE.34.1",0,NA,NA,NA
"HILIC_PE.36.4",0,NA,NA,NA
"HILIC_PE.36.3",0,NA,NA,NA
"HILIC_PE.36.2",0,NA,NA,NA
"HILIC_PE.38.6",0,NA,NA,NA
"HILIC_PE.38.4",0,NA,NA,NA
"HILIC_PE.40.6",0,NA,NA,NA
"HILIC_PS.P.36.2.or.PS.O.36.3",0,NA,NA,NA
"HILIC_PS.P.36.1.or.PS.O.36.2",0,NA,NA,NA
"HILIC_DeoxyCer.18.1.O2.24.0",0,NA,NA,NA
"HILIC_Cer.18.1.O2.18.1",0,NA,NA,NA
"HILIC_Cer.18.1.O2.18.0",0,NA,NA,NA
"HILIC_Cer.18.1.O2.20.1",0,NA,NA,NA
"HILIC_Cer.18.1.O2.20.0",0,NA,NA,NA
"HILIC_Cer.18.1.O2.23.1",0,NA,NA,NA
"HILIC_Cer.18.1.O2.23.0",0,NA,NA,NA
"HILIC_Cer.18.1.O2.24.2",0,NA,NA,NA
"HILIC_GlcCer.18.1.O2.18.0",0,NA,NA,NA
"HILIC_GlcCer.18.1.O2.20.0",0,NA,NA,NA
"HILIC_GlcCer.18.2.O2.22.0",0,NA,NA,NA
"HILIC_GlcCer.18.1.O2.22.0",0,NA,NA,NA
"HILIC_GlcCer.18.2.O2.23.0",0,NA,NA,NA
"HILIC_SM.18.1.O2.17.1",0,NA,NA,NA
"HILIC_SM.18.1.O2.17.0",0,NA,NA,NA
"HILIC_SM.18.1.O2.19.1",0,NA,NA,NA
"HILIC_SM.18.1.O2.19.0",0,NA,NA,NA
"HILIC_SM.18.1.O2.22.3",0,NA,NA,NA
"HILIC_SM.18.1.O2.22.2",0,NA,NA,NA
"HILIC_SM.18.1.O2.23.2",0,NA,NA,NA
"HILIC_X7alpha.Hydroxy.4.cholesten.3.one",0,NA,NA,NA
"HILIC_QI03008",0,NA,NA,NA
"HILIC_QI03057",0,NA,NA,NA
"HILIC_QI03083",0,NA,NA,NA
"HILIC_QI03084",0,NA,NA,NA
"HILIC_QI03113",0,NA,NA,NA
"HILIC_QI03105",0,NA,NA,NA
"HILIC_QI03165",0,NA,NA,NA
"HILIC_QI03109",0,NA,NA,NA
"HILIC_QI03313",0,NA,NA,NA
"HILIC_QI03339",0,NA,NA,NA
"HILIC_QI03274",0,NA,NA,NA
"HILIC_QI03412",0,NA,NA,NA
"HILIC_QI03468",0,NA,NA,NA
"HILIC_QI03469",0,NA,NA,NA
"HILIC_QI03298",0,NA,NA,NA
"HILIC_QI03382",0,NA,NA,NA
"HILIC_QI03349",0,NA,NA,NA
"HILIC_QI03552",0,NA,NA,NA
"HILIC_QI03405",0,NA,NA,NA
"HILIC_QI03467",0,NA,NA,NA
"HILIC_QI03413",0,NA,NA,NA
"HILIC_QI03477",0,NA,NA,NA
"HILIC_QI03494",0,NA,NA,NA
"HILIC_QI03447",0,NA,NA,NA
"HILIC_QI03450",0,NA,NA,NA
"HILIC_QI03460",0,NA,NA,NA
"HILIC_QI03478",0,NA,NA,NA
"HILIC_QI03531",0,NA,NA,NA
"HILIC_QI03983",0,NA,NA,NA
"HILIC_QI03677",0,NA,NA,NA
"HILIC_QI03703",0,NA,NA,NA
"HILIC_QI03658",0,NA,NA,NA
"HILIC_QI03682",0,NA,NA,NA
"HILIC_QI03599",0,NA,NA,NA
"HILIC_QI03676",0,NA,NA,NA
"HILIC_QI03675",0,NA,NA,NA
"HILIC_QI03590",0,NA,NA,NA
"HILIC_QI03849",0,NA,NA,NA
"HILIC_QI03674",0,NA,NA,NA
"HILIC_QI03691",0,NA,NA,NA
"HILIC_QI03947",0,NA,NA,NA
"HILIC_QI03731",0,NA,NA,NA
"HILIC_QI04643",0,NA,NA,NA
"HILIC_QI03618",0,NA,NA,NA
"HILIC_QI03617",0,NA,NA,NA
"HILIC_QI03921",0,NA,NA,NA
"HILIC_QI03943",0,NA,NA,NA
"HILIC_QI03788",0,NA,NA,NA
"HILIC_QI03894",0,NA,NA,NA
"HILIC_QI03944",0,NA,NA,NA
"HILIC_QI03881",0,NA,NA,NA
"HILIC_QI04005",0,NA,NA,NA
"HILIC_QI04019",0,NA,NA,NA
"HILIC_QI03982",0,NA,NA,NA
"HILIC_QI03984",0,NA,NA,NA
"HILIC_QI03895",0,NA,NA,NA
"HILIC_QI04028",0,NA,NA,NA
"HILIC_QI04038",0,NA,NA,NA
"HILIC_QI03995",0,NA,NA,NA
"HILIC_QI04037",0,NA,NA,NA
"HILIC_QI03975",0,NA,NA,NA
"HILIC_QI04003",0,NA,NA,NA
"HILIC_QI04170",0,NA,NA,NA
"HILIC_QI04154",0,NA,NA,NA
"HILIC_QI04234",0,NA,NA,NA
"HILIC_QI04269",0,NA,NA,NA
"HILIC_QI04544",0,NA,NA,NA
"HILIC_QI04236",0,NA,NA,NA
"HILIC_QI04244",0,NA,NA,NA
"HILIC_QI04350",0,NA,NA,NA
"HILIC_QI04484",0,NA,NA,NA
"HILIC_QI04488",0,NA,NA,NA
"HILIC_QI04508",0,NA,NA,NA
"HILIC_QI04790",0,NA,NA,NA
"HILIC_QI04646",0,NA,NA,NA
"HILIC_QI04578",0,NA,NA,NA
"HILIC_QI05055",0,NA,NA,NA
"HILIC_QI05045",0,NA,NA,NA
"HILIC_QI04812",0,NA,NA,NA
"HILIC_QI05220",0,NA,NA,NA
"HILIC_QI05292",0,NA,NA,NA
"HILIC_QI05263",0,NA,NA,NA
"HILIC_QI05166",0,NA,NA,NA
"HILIC_QI07077",0,NA,NA,NA
"HILIC_QI06670",0,NA,NA,NA
"HILIC_QI06770",0,NA,NA,NA
"HILIC_QI06499",0,NA,NA,NA
"HILIC_QI06600",0,NA,NA,NA
"HILIC_QI06624",0,NA,NA,NA
"HILIC_QI06749",0,NA,NA,NA
"HILIC_QI06568",0,NA,NA,NA
"HILIC_QI06586",0,NA,NA,NA
"HILIC_QI07283",0,NA,NA,NA
"HILIC_QI07541",0,NA,NA,NA
"HILIC_QI07110",0,NA,NA,NA
"HILIC_QI07257",0,NA,NA,NA
"HILIC_QI07272",0,NA,NA,NA
"HILIC_QI07418",0,NA,NA,NA
"HILIC_QI07452",0,NA,NA,NA
"HILIC_QI07072",0,NA,NA,NA
"HILIC_QI07224",0,NA,NA,NA
"HILIC_QI07246",0,NA,NA,NA
"HILIC_QI07451",0,NA,NA,NA
"HILIC_QI07482",0,NA,NA,NA
"HILIC_QI07078",0,NA,NA,NA
"HILIC_QI07535",0,NA,NA,NA
"HILIC_QI07503",0,NA,NA,NA
"HILIC_QI07488",0,NA,NA,NA
"HILIC_QI07510",0,NA,NA,NA
"HILIC_QI07538",0,NA,NA,NA
"HILIC_QI07939",0,NA,NA,NA
"HILIC_QI08045",0,NA,NA,NA
"HILIC_QI08069",0,NA,NA,NA
"HILIC_QI08076",0,NA,NA,NA
"HILIC_QI08077",0,NA,NA,NA
"HILIC_QI08078",0,NA,NA,NA
"HILIC_QI08082",0,NA,NA,NA
"HILIC_QI09134",0,NA,NA,NA
"HILIC_QI08935",0,NA,NA,NA
"HILIC_QI08947",0,NA,NA,NA
"HILIC_QI08954",0,NA,NA,NA
"HILIC_QI09112",0,NA,NA,NA
"HILIC_QI09125",0,NA,NA,NA
"HILIC_QI09061",0,NA,NA,NA
"HILIC_QI09097",0,NA,NA,NA
"HILIC_QI09092",0,NA,NA,NA
"HILIC_QI09432",0,NA,NA,NA
"HILIC_QI09637",0,NA,NA,NA
"HILIC_QI09618",0,NA,NA,NA
"HILIC_QI09741",0,NA,NA,NA
"HILIC_QI09865",0,NA,NA,NA
"HILIC_QI09960",0,NA,NA,NA
"HILIC_QI09988",0,NA,NA,NA
"HILIC_QI10005",0,NA,NA,NA
"HILIC_QI10271",0,NA,NA,NA
"HILIC_QI10467",0,NA,NA,NA
"HILIC_QI11035",0,NA,NA,NA
"HILIC_QI11088",0,NA,NA,NA
"HILIC_QI10744",0,NA,NA,NA
"HILIC_QI10854",0,NA,NA,NA
"HILIC_QI11108",0,NA,NA,NA
"HILIC_QI11884",0,NA,NA,NA
"HILIC_QI11837",0,NA,NA,NA
"HILIC_QI12204",0,NA,NA,NA
"HILIC_QI12224",0,NA,NA,NA
"HILIC_QI12244",0,NA,NA,NA
"HILIC_QI12288",0,NA,NA,NA
"HILIC_QI12425",0,NA,NA,NA
"HILIC_QI12701",0,NA,NA,NA
"HILIC_QI12704",0,NA,NA,NA
"HILIC_QI12590",0,NA,NA,NA
"HILIC_QI12724",0,NA,NA,NA
"HILIC_QI12699",0,NA,NA,NA
"HILIC_QI12797",0,NA,NA,NA
"HILIC_QI13092",0,NA,NA,NA
"HILIC_QI13012",0,NA,NA,NA
"HILIC_QI12999",0,NA,NA,NA
"HILIC_QI13276",0,NA,NA,NA
"HILIC_QI13333",0,NA,NA,NA
"HILIC_QI13304",0,NA,NA,NA
"HILIC_QI13515",0,NA,NA,NA
"HILIC_QI13561",0,NA,NA,NA
"HILIC_QI13650",0,NA,NA,NA
"HILIC_QI13354",0,NA,NA,NA
"HILIC_QI13589",0,NA,NA,NA
"HILIC_QI13796",0,NA,NA,NA
"HILIC_QI13795",0,NA,NA,NA
"HILIC_QI13935",0,NA,NA,NA
"HILIC_QI14184",0,NA,NA,NA
"HILIC_QI14027",0,NA,NA,NA
"HILIC_QI13742",0,NA,NA,NA
"HILIC_QI14073",0,NA,NA,NA
"HILIC_QI14074",0,NA,NA,NA
"HILIC_QI14075",0,NA,NA,NA
"HILIC_QI14076",0,NA,NA,NA
"HILIC_QI14052",0,NA,NA,NA
"HILIC_QI13888",0,NA,NA,NA
"HILIC_QI14112",0,NA,NA,NA
"HILIC_QI14080",0,NA,NA,NA
"HILIC_QI14155",0,NA,NA,NA
"HILIC_QI14176",0,NA,NA,NA
"HILIC_QI14227",0,NA,NA,NA
"HILIC_QI14226",0,NA,NA,NA
"HILIC_QI14281",0,NA,NA,NA
"HILIC_QI14511",0,NA,NA,NA
"HILIC_QI14656",0,NA,NA,NA
"HILIC_QI14686",0,NA,NA,NA
"HILIC_QI14611",0,NA,NA,NA
"HILIC_QI14729",0,NA,NA,NA
"HILIC_QI14681",0,NA,NA,NA
"HILIC_QI14851",0,NA,NA,NA
"HILIC_QI14871",0,NA,NA,NA
"HILIC_QI14892",0,NA,NA,NA
"HILIC_QI14939",0,NA,NA,NA
"HILIC_QI14815",0,NA,NA,NA
"HILIC_QI14950",0,NA,NA,NA
"HILIC_QI14953",0,NA,NA,NA
"HILIC_QI14897",0,NA,NA,NA
"HILIC_QI14962",0,NA,NA,NA
"HILIC_QI14974",-5.52438669707016e-05,NA,NA,NA
"HILIC_QI15034",0,NA,NA,NA
"HILIC_QI14970",0,NA,NA,NA
"HILIC_QI15208",0,NA,NA,NA
"HILIC_QI15113",0,NA,NA,NA
"HILIC_QI15271",0,NA,NA,NA
"HILIC_QI15006",0,NA,NA,NA
"HILIC_QI15328",0,NA,NA,NA
"HILIC_QI15219",0,NA,NA,NA
"HILIC_QI15404",0,NA,NA,NA
"HILIC_QI15266",0,NA,NA,NA
"HILIC_QI15258",0,NA,NA,NA
"HILIC_QI15164",0,NA,NA,NA
"HILIC_QI15343",0,NA,NA,NA
"HILIC_QI15412",0,NA,NA,NA
"HILIC_QI15607",0,NA,NA,NA
"HILIC_QI15439",0,NA,NA,NA
"HILIC_QI15435",0,NA,NA,NA
"HILIC_QI15544",0,NA,NA,NA
"HILIC_QI15628",0,NA,NA,NA
"HILIC_QI15615",0,NA,NA,NA
"HILIC_QI15575",0,NA,NA,NA
"HILIC_QI15507",0,NA,NA,NA
"HILIC_QI15678",0,NA,NA,NA
"HILIC_QI15673",0,NA,NA,NA
"HILIC_QI15692",0,NA,NA,NA
"HILIC_QI15662",0,NA,NA,NA
"HILIC_QI15716",0,NA,NA,NA
"HILIC_QI15710",0,NA,NA,NA
"HILIC_QI15841",0,NA,NA,NA
"HILIC_QI15761",0,NA,NA,NA
"HILIC_QI15827",0,NA,NA,NA
"HILIC_QI15776",0,NA,NA,NA
"HILIC_QI15873",0,NA,NA,NA
"HILIC_QI16084",0,NA,NA,NA
"HILIC_QI15943",0,NA,NA,NA
"HILIC_QI15926",0,NA,NA,NA
"HILIC_QI15862",0,NA,NA,NA
"HILIC_QI15995",0,NA,NA,NA
"HILIC_QI16133",0,NA,NA,NA
"HILIC_QI16185",0,NA,NA,NA
"HILIC_QI16008",0,NA,NA,NA
"HILIC_QI16101",0,NA,NA,NA
"HILIC_QI16527",0,NA,NA,NA
"HILIC_QI16181",0,NA,NA,NA
"HILIC_QI16417",0,NA,NA,NA
"HILIC_QI16638",0,NA,NA,NA
"HILIC_QI16652",0,NA,NA,NA
"HILIC_QI16666",0,NA,NA,NA
"HILIC_QI16685",0,NA,NA,NA
"HILIC_QI16658",0,NA,NA,NA
"HILIC_QI16744",0,NA,NA,NA
"HILIC_QI16796",0,NA,NA,NA
"HILIC_QI16888",0,NA,NA,NA
"HILIC_QI16841",0,NA,NA,NA
"HILIC_QI16846",0,NA,NA,NA
"HILIC_QI16868",0,NA,NA,NA
"HILIC_QI17028",0,NA,NA,NA
"HILIC_QI17080",0,NA,NA,NA
"HILIC_QI17141",0,NA,NA,NA
"HILIC_QI17228",0,NA,NA,NA
"HILIC_QI17345",0,NA,NA,NA
"HILIC_QI17457",0,NA,NA,NA
"HILIC_QI17220",0,NA,NA,NA
"HILIC_QI17430",0,NA,NA,NA
"HILIC_QI17523",0,NA,NA,NA
"HILIC_QI17426",0,NA,NA,NA
"HILIC_QI17487",0,NA,NA,NA
"HILIC_QI17560",0,NA,NA,NA
"HILIC_QI17610",0,NA,NA,NA
"HILIC_QI17598",0,NA,NA,NA
"HILIC_QI17583",0,NA,NA,NA
"HILIC_QI17593",0,NA,NA,NA
"HILIC_QI17596",0,NA,NA,NA
"HILIC_QI17600",0,NA,NA,NA
"HILIC_QI17836",0,NA,NA,NA
"HILIC_QI17718",0,NA,NA,NA
"HILIC_QI17744",0,NA,NA,NA
"HILIC_QI17806",0,NA,NA,NA
"HILIC_QI17781",0,NA,NA,NA
"HILIC_QI17815",0,NA,NA,NA
"HILIC_QI17830",0,NA,NA,NA
"HILIC_QI17860",0,NA,NA,NA
"HILIC_QI17916",0,NA,NA,NA
"HILIC_QI17674",0,NA,NA,NA
"HILIC_QI17855",0,NA,NA,NA
"HILIC_QI17979",0,NA,NA,NA
"HILIC_QI18063",0,NA,NA,NA
"HILIC_QI18033",0,NA,NA,NA
"HILIC_QI18016",0,NA,NA,NA
"HILIC_QI18041",0,NA,NA,NA
"HILIC_QI18043",0,NA,NA,NA
"HILIC_QI18064",0,NA,NA,NA
"HILIC_QI18154",0,NA,NA,NA
"HILIC_QI18048",0,NA,NA,NA
"HILIC_QI18070",0,NA,NA,NA
"HILIC_QI18083",0,NA,NA,NA
"HILIC_QI18155",0,NA,NA,NA
"HILIC_QI18074",0,NA,NA,NA
"HILIC_QI18076",0,NA,NA,NA
"HILIC_QI18097",0,NA,NA,NA
"HILIC_QI18098",0,NA,NA,NA
"HILIC_QI18099",0,NA,NA,NA
"HILIC_QI18115",0,NA,NA,NA
"HILIC_QI18218",0,NA,NA,NA
"HILIC_QI18275",0,NA,NA,NA
"HILIC_QI18244",0,NA,NA,NA
"HILIC_QI18294",0,NA,NA,NA
"HILIC_QI18296",0,NA,NA,NA
"HILIC_QI18307",0,NA,NA,NA
"HILIC_QI18321",0,NA,NA,NA
"HILIC_QI18335",0,NA,NA,NA
"HILIC_QI18346",0,NA,NA,NA
"HILIC_QI18344",0,NA,NA,NA
"HILIC_QI18385",0,NA,NA,NA
"HILIC_QI18526",0,NA,NA,NA
"HILIC_QI18497",0,NA,NA,NA
"HILIC_QI18700",0,NA,NA,NA
"HILIC_QI18674",0,NA,NA,NA
"HILIC_QI18696",0,NA,NA,NA
"HILIC_QI18791",0,NA,NA,NA
"HILIC_QI18782",0,NA,NA,NA
"HILIC_QI18817",0,NA,NA,NA
"HILIC_QI18807",0,NA,NA,NA
"HILIC_QI18810",0,NA,NA,NA
"HILIC_QI18816",0,NA,NA,NA
"HILIC_QI18922",0,NA,NA,NA
"HILIC_QI18923",0,NA,NA,NA
"HILIC_QI18975",0,NA,NA,NA
"HILIC_QI18984",0,NA,NA,NA
"HILIC_QI19159",0,NA,NA,NA
"HILIC_QI19167",0,NA,NA,NA
"HILIC_QI19005",0,NA,NA,NA
"HILIC_QI19175",0,NA,NA,NA
"HILIC_QI19105",0,NA,NA,NA
"HILIC_QI19162",0,NA,NA,NA
"HILIC_QI19205",0,NA,NA,NA
"HILIC_QI19275",0,NA,NA,NA
"HILIC_QI19277",0,NA,NA,NA
"HILIC_QI19128",0,NA,NA,NA
"HILIC_QI19331",0,NA,NA,NA
"HILIC_QI19249",0,NA,NA,NA
"HILIC_QI19305",0,NA,NA,NA
"HILIC_QI19323",0,NA,NA,NA
"HILIC_QI19448",0,NA,NA,NA
"HILIC_QI19453",0,NA,NA,NA
"HILIC_QI19543",0,NA,NA,NA
"HILIC_QI19591",0,NA,NA,NA
"HILIC_QI19608",0,NA,NA,NA
"HILIC_QI19726",0,NA,NA,NA
"HILIC_QI19745",0,NA,NA,NA
"HILIC_QI19725",0,NA,NA,NA
"HILIC_QI19696",0,NA,NA,NA
"HILIC_QI19833",0,NA,NA,NA
"HILIC_QI19837",0,NA,NA,NA
"HILIC_QI19906",0,NA,NA,NA
"HILIC_QI05413",0,NA,NA,NA
"HILIC_QI05442",0,NA,NA,NA
"HILIC_QI05487",0,NA,NA,NA
"HILIC_QI05524",0,NA,NA,NA
"HILIC_QI05528",0,NA,NA,NA
"HILIC_QI05552",0,NA,NA,NA
"gender_num",0,NA,NA,NA
"exam_num",0,NA,NA,NA
"is_Chinese",0,NA,NA,NA
"is_African",0,NA,NA,NA
"is_Hispanic",0,NA,NA,NA
"is_nonsmoker",0,NA,NA,NA
"is_formersmoker",0,NA,NA,NA
